Participant,block_order,trial,A,B,DA,DB,R,index
4020,10,1,30,30,0,29,0,1
4020,10,2,27,30,0,29,0,1
4020,10,3,24,30,0,29,0,1
4020,10,4,21,30,0,29,0,1
4020,10,5,18,30,0,29,1,1
4020,10,6,15,30,0,29,1,1
4020,10,7,12,30,0,29,1,1
4020,10,8,9,30,0,29,0,1
4020,10,9,6,30,0,29,1,1
4020,10,10,3,30,0,29,1,1
4020,10,11,30,30,0,15,0,2
4020,10,12,27,30,0,15,0,2
4020,10,13,24,30,0,15,0,2
4020,10,14,21,30,0,15,0,2
4020,10,15,18,30,0,15,1,2
4020,10,16,15,30,0,15,1,2
4020,10,17,12,30,0,15,1,2
4020,10,18,9,30,0,15,1,2
4020,10,19,6,30,0,15,0,2
4020,10,20,3,30,0,15,0,2
4020,10,21,30,30,0,56,0,3
4020,10,22,27,30,0,56,0,3
4020,10,23,24,30,0,56,0,3
4020,10,24,21,30,0,56,0,3
4020,10,25,18,30,0,56,0,3
4020,10,26,15,30,0,56,0,3
4020,10,27,12,30,0,56,0,3
4020,10,28,9,30,0,56,0,3
4020,10,29,6,30,0,56,0,3
4020,10,30,3,30,0,56,0,3
4020,10,31,30,30,0,7,0,4
4020,10,32,27,30,0,7,0,4
4020,10,33,24,30,0,7,1,4
4020,10,34,21,30,0,7,0,4
4020,10,35,18,30,0,7,1,4
4020,10,36,15,30,0,7,0,4
4020,10,37,12,30,0,7,0,4
4020,10,38,9,30,0,7,0,4
4020,10,39,6,30,0,7,0,4
4020,10,40,3,30,0,7,0,4
4020,10,41,30,30,0,101,0,5
4020,10,42,27,30,0,101,0,5
4020,10,43,24,30,0,101,0,5
4020,10,44,21,30,0,101,0,5
4020,10,45,18,30,0,101,0,5
4020,10,46,15,30,0,101,0,5
4020,10,47,12,30,0,101,0,5
4020,10,48,9,30,0,101,0,5
4020,10,49,6,30,0,101,0,5
4020,10,50,3,30,0,101,0,5
