Participant,block_order,trial,A,B,DA,DB,R,index
4032,6,1,-30,-30,0,56,1,1
4032,6,2,-27,-30,0,56,0,1
4032,6,3,-24,-30,0,56,0,1
4032,6,4,-21,-30,0,56,0,1
4032,6,5,-18,-30,0,56,0,1
4032,6,6,-15,-30,0,56,0,1
4032,6,7,-12,-30,0,56,0,1
4032,6,8,-9,-30,0,56,0,1
4032,6,9,-6,-30,0,56,0,1
4032,6,10,-3,-30,0,56,0,1
4032,6,11,-30,-30,0,29,1,2
4032,6,12,-27,-30,0,29,1,2
4032,6,13,-24,-30,0,29,1,2
4032,6,14,-21,-30,0,29,0,2
4032,6,15,-18,-30,0,29,0,2
4032,6,16,-15,-30,0,29,0,2
4032,6,17,-12,-30,0,29,0,2
4032,6,18,-9,-30,0,29,0,2
4032,6,19,-6,-30,0,29,0,2
4032,6,20,-3,-30,0,29,0,2
4032,6,21,-30,-30,0,101,1,3
4032,6,22,-27,-30,0,101,1,3
4032,6,23,-24,-30,0,101,1,3
4032,6,24,-21,-30,0,101,1,3
4032,6,25,-18,-30,0,101,1,3
4032,6,26,-15,-30,0,101,1,3
4032,6,27,-12,-30,0,101,0,3
4032,6,28,-9,-30,0,101,0,3
4032,6,29,-6,-30,0,101,0,3
4032,6,30,-3,-30,0,101,0,3
4032,6,31,-30,-30,0,15,1,4
4032,6,32,-27,-30,0,15,1,4
4032,6,33,-24,-30,0,15,1,4
4032,6,34,-21,-30,0,15,0,4
4032,6,35,-18,-30,0,15,0,4
4032,6,36,-15,-30,0,15,0,4
4032,6,37,-12,-30,0,15,0,4
4032,6,38,-9,-30,0,15,0,4
4032,6,39,-6,-30,0,15,0,4
4032,6,40,-3,-30,0,15,0,4
4032,6,41,-30,-30,0,7,1,5
4032,6,42,-27,-30,0,7,1,5
4032,6,43,-24,-30,0,7,0,5
4032,6,44,-21,-30,0,7,0,5
4032,6,45,-18,-30,0,7,0,5
4032,6,46,-15,-30,0,7,0,5
4032,6,47,-12,-30,0,7,0,5
4032,6,48,-9,-30,0,7,0,5
4032,6,49,-6,-30,0,7,0,5
4032,6,50,-3,-30,0,7,0,5
