Participant,block_order,trial,A,B,DA,DB,R,index
4097,1,1,-3,-30,0,7,0,1
4097,1,2,-6,-30,0,7,0,1
4097,1,3,-9,-30,0,7,0,1
4097,1,4,-12,-30,0,7,0,1
4097,1,5,-15,-30,0,7,0,1
4097,1,6,-18,-30,0,7,0,1
4097,1,7,-21,-30,0,7,0,1
4097,1,8,-24,-30,0,7,0,1
4097,1,9,-27,-30,0,7,1,1
4097,1,10,-30,-30,0,7,1,1
4097,1,11,-3,-30,0,15,0,2
4097,1,12,-6,-30,0,15,0,2
4097,1,13,-9,-30,0,15,0,2
4097,1,14,-12,-30,0,15,0,2
4097,1,15,-15,-30,0,15,0,2
4097,1,16,-18,-30,0,15,0,2
4097,1,17,-21,-30,0,15,1,2
4097,1,18,-24,-30,0,15,1,2
4097,1,19,-27,-30,0,15,1,2
4097,1,20,-30,-30,0,15,1,2
4097,1,21,-3,-30,0,101,0,3
4097,1,22,-6,-30,0,101,1,3
4097,1,23,-9,-30,0,101,1,3
4097,1,24,-12,-30,0,101,0,3
4097,1,25,-15,-30,0,101,0,3
4097,1,26,-18,-30,0,101,0,3
4097,1,27,-21,-30,0,101,1,3
4097,1,28,-24,-30,0,101,1,3
4097,1,29,-27,-30,0,101,1,3
4097,1,30,-30,-30,0,101,1,3
4097,1,31,-3,-30,0,29,0,4
4097,1,32,-6,-30,0,29,0,4
4097,1,33,-9,-30,0,29,0,4
4097,1,34,-12,-30,0,29,0,4
4097,1,35,-15,-30,0,29,0,4
4097,1,36,-18,-30,0,29,0,4
4097,1,37,-21,-30,0,29,0,4
4097,1,38,-24,-30,0,29,1,4
4097,1,39,-27,-30,0,29,1,4
4097,1,40,-30,-30,0,29,1,4
4097,1,41,-3,-30,0,56,0,5
4097,1,42,-6,-30,0,56,0,5
4097,1,43,-9,-30,0,56,0,5
4097,1,44,-12,-30,0,56,0,5
4097,1,45,-15,-30,0,56,0,5
4097,1,46,-18,-30,0,56,0,5
4097,1,47,-21,-30,0,56,1,5
4097,1,48,-24,-30,0,56,1,5
4097,1,49,-27,-30,0,56,1,5
4097,1,50,-30,-30,0,56,1,5
