Participant,block_order,trial,A,B,DA,DB,R,index
3083,7,1,30,30,0,101,0,1
3083,7,2,27,30,0,101,0,1
3083,7,3,24,30,0,101,0,1
3083,7,4,21,30,0,101,1,1
3083,7,5,18,30,0,101,1,1
3083,7,6,15,30,0,101,1,1
3083,7,7,12,30,0,101,1,1
3083,7,8,9,30,0,101,1,1
3083,7,9,6,30,0,101,1,1
3083,7,10,3,30,0,101,1,1
3083,7,11,30,30,0,56,0,2
3083,7,12,27,30,0,56,0,2
3083,7,13,24,30,0,56,0,2
3083,7,14,21,30,0,56,0,2
3083,7,15,18,30,0,56,0,2
3083,7,16,15,30,0,56,1,2
3083,7,17,12,30,0,56,1,2
3083,7,18,9,30,0,56,1,2
3083,7,19,6,30,0,56,1,2
3083,7,20,3,30,0,56,1,2
3083,7,21,30,30,0,7,0,3
3083,7,22,27,30,0,7,1,3
3083,7,23,24,30,0,7,1,3
3083,7,24,21,30,0,7,1,3
3083,7,25,18,30,0,7,1,3
3083,7,26,15,30,0,7,1,3
3083,7,27,12,30,0,7,1,3
3083,7,28,9,30,0,7,1,3
3083,7,29,6,30,0,7,1,3
3083,7,30,3,30,0,7,1,3
3083,7,31,30,30,0,29,0,4
3083,7,32,27,30,0,29,0,4
3083,7,33,24,30,0,29,0,4
3083,7,34,21,30,0,29,0,4
3083,7,35,18,30,0,29,1,4
3083,7,36,15,30,0,29,1,4
3083,7,37,12,30,0,29,1,4
3083,7,38,9,30,0,29,1,4
3083,7,39,6,30,0,29,1,4
3083,7,40,3,30,0,29,1,4
3083,7,41,30,30,0,15,0,5
3083,7,42,27,30,0,15,0,5
3083,7,43,24,30,0,15,1,5
3083,7,44,21,30,0,15,1,5
3083,7,45,18,30,0,15,1,5
3083,7,46,15,30,0,15,1,5
3083,7,47,12,30,0,15,1,5
3083,7,48,9,30,0,15,1,5
3083,7,49,6,30,0,15,1,5
3083,7,50,3,30,0,15,1,5
