Participant,block_order,trial,A,B,DA,DB,R,index
3007,5,1,30,30,0,101,0,1
3007,5,2,27,30,0,101,0,1
3007,5,3,24,30,0,101,1,1
3007,5,4,21,30,0,101,1,1
3007,5,5,18,30,0,101,0,1
3007,5,6,15,30,0,101,0,1
3007,5,7,12,30,0,101,1,1
3007,5,8,9,30,0,101,1,1
3007,5,9,6,30,0,101,1,1
3007,5,10,3,30,0,101,1,1
3007,5,11,30,30,0,7,0,2
3007,5,12,27,30,0,7,1,2
3007,5,13,24,30,0,7,1,2
3007,5,14,21,30,0,7,1,2
3007,5,15,18,30,0,7,1,2
3007,5,16,15,30,0,7,1,2
3007,5,17,12,30,0,7,1,2
3007,5,18,9,30,0,7,1,2
3007,5,19,6,30,0,7,1,2
3007,5,20,3,30,0,7,1,2
3007,5,21,30,30,0,56,0,3
3007,5,22,27,30,0,56,0,3
3007,5,23,24,30,0,56,1,3
3007,5,24,21,30,0,56,1,3
3007,5,25,18,30,0,56,1,3
3007,5,26,15,30,0,56,1,3
3007,5,27,12,30,0,56,1,3
3007,5,28,9,30,0,56,1,3
3007,5,29,6,30,0,56,1,3
3007,5,30,3,30,0,56,1,3
3007,5,31,30,30,0,15,0,4
3007,5,32,27,30,0,15,0,4
3007,5,33,24,30,0,15,0,4
3007,5,34,21,30,0,15,0,4
3007,5,35,18,30,0,15,1,4
3007,5,36,15,30,0,15,1,4
3007,5,37,12,30,0,15,1,4
3007,5,38,9,30,0,15,1,4
3007,5,39,6,30,0,15,1,4
3007,5,40,3,30,0,15,1,4
3007,5,41,30,30,0,29,0,5
3007,5,42,27,30,0,29,0,5
3007,5,43,24,30,0,29,0,5
3007,5,44,21,30,0,29,0,5
3007,5,45,18,30,0,29,1,5
3007,5,46,15,30,0,29,1,5
3007,5,47,12,30,0,29,1,5
3007,5,48,9,30,0,29,1,5
3007,5,49,6,30,0,29,1,5
3007,5,50,3,30,0,29,1,5
